filename,filepath,emotion,transcription,dataset,emotion_label,gender,method,session
Ses03M_script01_3_M025,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M025.wav,xxx,"Well, yes I guess I've been ashamed but, it's going from me.",IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M031,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M031.wav,sad,"For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket.",IEMOCAP,sad,M,script,3
Ses03M_script01_3_M042,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M042.wav,sad,And I didn't want to take any of it and I guess that included you.,IEMOCAP,sad,M,script,3
Ses03M_script01_3_M043,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M043.wav,xxx,I want you now Annie.,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M041,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M041.wav,sad,Otherwise what you have is loot and there's blood on it.,IEMOCAP,sad,M,script,3
Ses03M_script01_3_M040,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M040.wav,sad,"cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",IEMOCAP,sad,M,script,3
Ses03M_script01_3_M044,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M044.wav,xxx,[GARBAGE] Annie,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M045,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M045.wav,hap,Annie I'm going to make a fortune for you.,IEMOCAP,happy,M,script,3
Ses03M_script01_3_M046,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M046.wav,hap,Buy some hats?,IEMOCAP,happy,M,script,3
Ses03M_script01_3_M028,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M028.wav,sad,Well I lost them.,IEMOCAP,sad,M,script,3
Ses03M_script01_3_M014,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M014.wav,xxx,"Then he's gone forever, you sure?",IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M000,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M000.wav,xxx,I know.  It sort of went out of style didn't it?,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_F009,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F009.wav,xxx,"Yeah.  I know they would, especially your mother.",IEMOCAP,xxx,M,script,3
Ses03M_script01_3_F021,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F021.wav,hap,Not like that you're not.,IEMOCAP,happy,M,script,3
Ses03M_script01_3_F020,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F020.wav,hap,"I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.",IEMOCAP,happy,M,script,3
Ses03M_script01_3_F034,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F034.wav,hap,What am I going to do with a fortune?,IEMOCAP,happy,M,script,3
Ses03M_script01_3_F008,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F008.wav,sad,"Well, I don't know, embarrassed of her since I came.",IEMOCAP,sad,M,script,3
Ses03M_script01_3_M001,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M001.wav,neu,You're not sorry you came?,IEMOCAP,neutral,M,script,3
Ses03M_script01_3_M015,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M015.wav,xxx,Why didn't you?,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M029,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M029.wav,sad,Just about all.,IEMOCAP,sad,M,script,3
Ses03M_script01_3_M003,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M003.wav,xxx,Well...,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M017,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M017.wav,xxx,Why didn't you let me know?,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_F022,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F022.wav,xxx,Like Larry's brother.  Do it like you Chris.,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_F023,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F023.wav,xxx,What is it?,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M016,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M016.wav,hap,You felt something that far back.,IEMOCAP,happy,M,script,3
Ses03M_script01_3_M002,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M002.wav,sur,Why?,IEMOCAP,surprised,M,script,3
Ses03M_script01_3_M006,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M006.wav,xxx,How did you know?,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M012,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M012.wav,xxx,I'm embarrassing you.  I didn't want to tell you this here.  I wanted to drive someplace brand new where we'd be brand new to each other.  It feels wrong here don't you?,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_F027,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F027.wav,xxx,Okay.  It wouldn't work like this?,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_F033,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F033.wav,sad,"that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that.",IEMOCAP,sad,M,script,3
Ses03M_script01_3_F032,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F032.wav,xxx,Cause you must not feel that way again.  You hear me?  You can't.  You deserve everything you have Chris.,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_F026,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F026.wav,xxx,You got to tell me.,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M013,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M013.wav,xxx,"This yard and this chair.  I don't want to win you from anything, I want you to be ready for me.",IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M007,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M007.wav,xxx,"So, would you want to?",IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M011,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M011.wav,xxx,I don't...I have no imagination that's the only way I know how to tell it.,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M005,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M005.wav,xxx,Well the trouble is I was planning on sneaking up on you over a week or so and they take it for granted that we're all set.,IEMOCAP,xxx,M,script,3
Ses03M_script01_3_M039,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M039.wav,sad,"open that new bank account, drive the new car and see the new refrigerator",IEMOCAP,sad,M,script,3
Ses03M_script01_3_F030,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F030.wav,sad,Geez.,IEMOCAP,sad,M,script,3
Ses03M_script01_3_F024,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F024.wav,xxx,"No, what is it?  Your mother?",IEMOCAP,xxx,M,script,3
Ses03M_script01_3_F018,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F018.wav,hap,You'd always be so ambiguous.,IEMOCAP,happy,M,script,3
Ses03M_script01_3_F019,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F019.wav,hap,I'll never forgive you for that.,IEMOCAP,happy,M,script,3
Ses03M_script01_3_F025,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F025.wav,xxx,"Tell me what's wrong.  I mean, even in your letters you seemed ashamed.",IEMOCAP,xxx,M,script,3
Ses03M_script01_3_F031,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F031.wav,sad,And you still feel that way?,IEMOCAP,sad,M,script,3
Ses03M_script01_3_M038,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M038.wav,sad,"It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,",IEMOCAP,sad,M,script,3
Ses03M_script01_3_M004,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M004.wav,neu,What?,IEMOCAP,neutral,M,script,3
Ses03M_script01_3_M010,Data/IEMOCAP/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M010.wav,hap,I love you.,IEMOCAP,happy,M,script,3
Ses03M_impro07_F018,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F018.wav,exc,Oh great. I would love to go.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M011,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M011.wav,exc,This will be like high school but even better.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M005,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M005.wav,exc,I got into the...,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M004,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M004.wav,exc,Yeah.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M010,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M010.wav,exc,Holy shit...,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_F019,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F019.wav,hap,Mmmm some miso soup.,IEMOCAP,happy,M,impro0,3
Ses03M_impro07_M006,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M006.wav,exc,I got into cinema production.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M012,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M012.wav,xxx,I-I came home and my mom was like Joe uh-,IEMOCAP,xxx,M,impro0,3
Ses03M_impro07_M013,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M013.wav,exc,"I have some bad news.  I was like what?  She's like not really you got into U.S.C. and I was like, I was like oh my God.  I was about to tear my own hair out.",IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M007,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M007.wav,exc,Yeah.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_F022,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F022.wav,xxx,You were like...,IEMOCAP,xxx,M,impro0,3
Ses03M_impro07_M003,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M003.wav,exc,"Me. Yeah, I did.",IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M017,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M017.wav,exc,This is so exciting.  This is like a new chapter in our lives.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M016,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M016.wav,exc,So...,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M002,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M002.wav,exc,Guess who got into U.S.C.?,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_F023,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F023.wav,neu,Oh my God.  I am so proud of you.,IEMOCAP,neutral,M,impro0,3
Ses03M_impro07_F009,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F009.wav,exc,"Oh man I am so proud of you, that is...how did you get...I mean what did you do?  How did you find out or what...?",IEMOCAP,excited,M,impro0,3
Ses03M_impro07_F021,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F021.wav,xxx,Yeah. Did you...I mean do send in like how long after you send in your application did you hear?,IEMOCAP,xxx,M,impro0,3
Ses03M_impro07_M014,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M014.wav,hap,Yeah.  This is so crazy.  I mean I didn't get into any other school but I got into the school I wanted.,IEMOCAP,happy,M,impro0,3
Ses03M_impro07_M000,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M000.wav,xxx,Hey.,IEMOCAP,xxx,M,impro0,3
Ses03M_impro07_M001,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M001.wav,xxx,Pretty good Susanna.,IEMOCAP,xxx,M,impro0,3
Ses03M_impro07_M015,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M015.wav,exc,Oh my God the first minute I got it I sent it back in.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_F020,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F020.wav,xxx,Ah man.,IEMOCAP,xxx,M,impro0,3
Ses03M_impro07_F008,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F008.wav,hap,Yeah.  Hopefully it won't be like high school.,IEMOCAP,happy,M,impro0,3
Ses03M_impro07_F011,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F011.wav,hap,Did you say yes yet?  I mean have you sent in your answer?,IEMOCAP,happy,M,impro0,3
Ses03M_impro07_F005,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F005.wav,sur,I know.  Oh my God.  Oh my God Joe I am so happy for you.  Well you know what that means?,IEMOCAP,surprised,M,impro0,3
Ses03M_impro07_M024,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M024.wav,exc,This is going to be so great.  I have so many great ideas.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M018,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M018.wav,exc,"We're doing what we want to do, then four years later we're going to be working professionals, making money, sipping martinis every day.",IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M019,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M019.wav,exc,Thank you,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M025,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M025.wav,hap,"It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like...",IEMOCAP,happy,M,impro0,3
Ses03M_impro07_F004,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F004.wav,sur,No.  You didn't get into production.  There's no way.,IEMOCAP,surprised,M,impro0,3
Ses03M_impro07_F010,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F010.wav,hap,Oh man.,IEMOCAP,happy,M,impro0,3
Ses03M_impro07_F006,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F006.wav,exc,You're going to be here and I'm going to be in LA so we can be together now.  I mean we can be in the same city.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_F012,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F012.wav,hap,All right.,IEMOCAP,happy,M,impro0,3
Ses03M_impro07_M026,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M026.wav,xxx,I was struck.,IEMOCAP,xxx,M,impro0,3
Ses03M_impro07_F013,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F013.wav,hap,"This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown.",IEMOCAP,happy,M,impro0,3
Ses03M_impro07_F007,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F007.wav,exc,We can party.  We can have fun.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_F003,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F003.wav,sur,No way. Are you serious? Oh my God.  Congratulations. I'm so excited.,IEMOCAP,surprised,M,impro0,3
Ses03M_impro07_F017,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F017.wav,hap,"Well, I'm happy for you but I'm happy for me cause that means you're going to stay.",IEMOCAP,happy,M,impro0,3
Ses03M_impro07_M022,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M022.wav,exc,Yeah and they said get whatever you want and...,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M023,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M023.wav,exc,Some miso soup.  You can get whatever.  You can get a vat full of miso soup.  God.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_F016,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F016.wav,exc,Man I'm just so happy for you.  I just--,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_F002,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F002.wav,xxx,Um--,IEMOCAP,xxx,M,impro0,3
Ses03M_impro07_F014,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F014.wav,hap,"Yeah, it really is.",IEMOCAP,happy,M,impro0,3
Ses03M_impro07_F000,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F000.wav,hap,Hey.  How's it going?  I haven't seen you in awhile.,IEMOCAP,happy,M,impro0,3
Ses03M_impro07_M009,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M009.wav,neu,What does that mean?,IEMOCAP,neutral,M,impro0,3
Ses03M_impro07_M021,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M021.wav,xxx,Yeah.,IEMOCAP,xxx,M,impro0,3
Ses03M_impro07_M020,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M020.wav,exc,And tonight my parents want to take me out to sushi and they said I could bring you.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_M008,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M008.wav,exc,No.  It's like it's harder than getting into Harvard.,IEMOCAP,excited,M,impro0,3
Ses03M_impro07_F001,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F001.wav,hap,What's going on Joe?,IEMOCAP,happy,M,impro0,3
Ses03M_impro07_F015,Data/IEMOCAP/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F015.wav,xxx,God hopefully.,IEMOCAP,xxx,M,impro0,3
Ses03F_script02_1_F016,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F016.wav,xxx,Yes.,IEMOCAP,xxx,F,script,3
Ses03F_script02_1_F002,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F002.wav,xxx,That's not your flashlight; it's ours. It's mine too.,IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M037,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M037.wav,xxx,Somewhere out there there's this huge silver mass of fish heading this way. They don't know why. And we don't know why. Just some little instinctual time-release firecracker went off-went off in their bodies.,IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M023,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M023.wav,neu,Why not?,IEMOCAP,neutral,F,script,3
Ses03F_script02_1_M022,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M022.wav,neu,"I mean, don't you want to see it?",IEMOCAP,neutral,F,script,3
Ses03F_script02_1_M036,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M036.wav,exc,"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.",IEMOCAP,excited,F,script,3
Ses03F_script02_1_F003,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F003.wav,ang,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",IEMOCAP,angry,F,script,3
Ses03F_script02_1_F017,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F017.wav,fru,"Yes, and if you also remember, I got sand in my panties. We got into an argument about nothing. You got a sore throat and we never saw the grunions.",IEMOCAP,frustrated,F,script,3
Ses03F_script02_1_F001,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F001.wav,xxx,What flashlight?,IEMOCAP,xxx,F,script,3
Ses03F_script02_1_F015,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F015.wav,xxx,"I'm just not. I mean, I'm sorry, it just-they're still fish to me.",IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M020,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M020.wav,neu,"Yeah, that's my point too.",IEMOCAP,neutral,F,script,3
Ses03F_script02_1_M034,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M034.wav,fru,"We just weren't in a good spot, all right? This is a much better spot. I have a good instinct for these things. Look, is that-",IEMOCAP,frustrated,F,script,3
Ses03F_script02_1_M008,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M008.wav,xxx,"No, of course. Yours and mine. Our flashlight. Yours and mine. Mi flashlight is su flashlight. Naturally.",IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M009,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M009.wav,exc,We should have brought our flashlight. I can't believe we forgot to bring it.,IEMOCAP,excited,F,script,3
Ses03F_script02_1_M035,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M035.wav,xxx,"no, that's just seaweed, isn't it? This is great, isn't it?",IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M021,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M021.wav,exc,"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",IEMOCAP,excited,F,script,3
Ses03F_script02_1_F014,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F014.wav,fru,"Oh, God, Augie.",IEMOCAP,frustrated,F,script,3
Ses03F_script02_1_F000,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F000.wav,sad,Fine.,IEMOCAP,sad,F,script,3
Ses03F_script02_1_F004,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F004.wav,xxx,Yes.,IEMOCAP,xxx,F,script,3
Ses03F_script02_1_F010,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F010.wav,sad,Not particularly.,IEMOCAP,sad,F,script,3
Ses03F_script02_1_M019,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M019.wav,neu,Right.,IEMOCAP,neutral,F,script,3
Ses03F_script02_1_M025,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M025.wav,xxx,Yeah. But that moment on the beach is the highlight of their little lives. And all that flopping around is laying eggs or what you-spawning or mating or something like that.,IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M031,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M031.wav,xxx,I don't get it. The last time-the first time that we came to see it you said it was the best night of your life.,IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M030,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M030.wav,sur,For real?,IEMOCAP,surprised,F,script,3
Ses03F_script02_1_M024,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M024.wav,xxx,"Honey, this is a natural-this is a natural phenomenon. I mean, it only happens once a year. This is, this is a great opportunity. Think about the people in Kansas. They would have to get a plane ticket and hotel reservation to come and see this. We're only forty minutes away. This is too good to pass up.",IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M018,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M018.wav,sur,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,IEMOCAP,surprised,F,script,3
Ses03F_script02_1_F011,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F011.wav,sad,I don't know. I just don't.,IEMOCAP,sad,F,script,3
Ses03F_script02_1_F005,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F005.wav,xxx,I'm cold.,IEMOCAP,xxx,F,script,3
Ses03F_script02_1_F013,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F013.wav,fru,"I don't know why you're getting so excited. I mean, it's not like the landing of the moon or something. It's just fish. Fish that nobody eats.",IEMOCAP,frustrated,F,script,3
Ses03F_script02_1_F007,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F007.wav,xxx,There is no point in coming down here.,IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M032,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M032.wav,xxx,And then last year when we came to see it you ran out of the house so fast that you stubbed your toe. And you didn't even notice until you got in the car.,IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M026,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M026.wav,xxx,"I mean, this is the big night for these guys. Life's last orgy.",IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M027,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M027.wav,xxx,"Yeah, they do.",IEMOCAP,xxx,F,script,3
Ses03F_script02_1_M033,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M033.wav,xxx,We weren't in a good spot.,IEMOCAP,xxx,F,script,3
Ses03F_script02_1_F006,Data/IEMOCAP/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F006.wav,xxx,"It's past eleven, let's go home.",IEMOCAP,xxx,F,script,3
